loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-13657,BR-20110,PERSONAL,2023-09-25,2026-09-25,1000000,530000,14.82,36,TN,WORKING_CAPITAL,B,1-3,VERY_HIGH,CURRENT,0,ServicerC,2025-11-25,2026-08-16,AVAILABLE,MANUAL_UPLOAD
LN-13658,BR-22701,EDUCATION,2024-02-16,2028-02-16,50000,34000,11.46,48,KA,HOME_IMPROVEMENT,E,1-3,HIGH,CURRENT,0,ServicerC,2025-04-23,2026-06-18,PENDING,MANUAL_UPLOAD
LN-13659,BR-22540,AUTO,2022-02-22,2042-02-22,150000,127500,15.63,240,WB,DEBT_CONSOLIDATION,E,10+,HIGH,60+ DPD,60,ServicerA,2025-11-08,2026-07-30,PENDING,ORIGINATION_SYSTEM
LN-13660,BR-20137,AUTO,2024-04-12,2039-04-12,100000,64000,13.84,180,UP,EDUCATION,A,7-10,LOW,CURRENT,0,ServicerC,2026-02-08,2026-07-10,PENDING,ORIGINATION_SYSTEM
LN-13661,BR-22000,AUTO,2023-11-29,2053-11-29,500000,420000,7.23,360,WB,HOME_IMPROVEMENT,A,10+,LOW,30+ DPD,15,ServicerA,2026-03-21,2026-07-13,MISSING,MANUAL_UPLOAD
LN-13662,BR-23556,AUTO,2020-09-03,2040-09-03,150000,57000,13.93,240,KL,VEHICLE,E,1-3,LOW,90+ DPD,120,ServicerC,2025-07-21,2026-03-23,MISSING,MANUAL_UPLOAD
LN-13663,BR-20386,HOME,2019-11-18,2021-11-18,500000,465000,13.89,24,HR,HOME_IMPROVEMENT,A,4-6,HIGH,CURRENT,0,ServicerC,2025-06-29,2026-06-13,MISSING,MANUAL_UPLOAD
LN-13664,BR-23446,BUSINESS,2023-07-27,2024-07-27,200000,98000,14.44,12,MH,WORKING_CAPITAL,B,<1,HIGH,30+ DPD,15,ServicerC,2026-01-09,2026-07-05,PENDING,SERVICING_SYSTEM
LN-13665,BR-23246,BUSINESS,2018-08-17,2025-08-17,75000,20250,11.53,84,BR,HOME_IMPROVEMENT,E,10+,HIGH,90+ DPD,120,ServicerC,2025-03-02,2026-07-01,AVAILABLE,SERVICING_SYSTEM
LN-13666,BR-21408,AUTO,2019-03-17,2021-03-17,750000,292500,6.46,24,RJ,DEBT_CONSOLIDATION,C,10+,HIGH,30+ DPD,30,ServicerB,2025-05-14,2026-02-26,AVAILABLE,ORIGINATION_SYSTEM
LN-13667,BR-23620,HOME,2022-09-07,2025-09-07,75000,55500,7.25,36,UP,EDUCATION,B,4-6,LOW,30+ DPD,30,ServicerC,2026-01-03,2026-02-01,PENDING,MANUAL_UPLOAD
LN-13668,BR-21959,HOME,2024-09-17,2044-09-17,250000,65000,14.3,240,TN,HOME_IMPROVEMENT,C,1-3,MEDIUM,90+ DPD,90,ServicerB,2025-04-11,2026-07-26,MISSING,MANUAL_UPLOAD
LN-13669,BR-23636,BUSINESS,2018-04-15,2020-04-15,250000,150000,17.11,24,TN,VEHICLE,B,7-10,MEDIUM,30+ DPD,15,ServicerB,2025-02-12,2026-03-09,MISSING,ORIGINATION_SYSTEM
LN-13670,BR-22306,AUTO,2021-05-19,2028-05-19,300000,147000,5.23,84,DL,WORKING_CAPITAL,A,<1,LOW,60+ DPD,60,ServicerB,2025-03-18,2026-04-07,AVAILABLE,SERVICING_SYSTEM
LN-13671,BR-20858,AUTO,2021-10-06,2031-10-06,1000000,260000,7.97,120,KL,DEBT_CONSOLIDATION,E,10+,VERY_HIGH,30+ DPD,15,ServicerA,2026-07-07,2026-08-01,AVAILABLE,SERVICING_SYSTEM
LN-13672,BR-22986,EDUCATION,2025-05-06,2032-05-06,300000,255000,15.54,84,WB,WORKING_CAPITAL,D,1-3,MEDIUM,90+ DPD,90,ServicerB,2025-02-23,2026-04-26,PENDING,MANUAL_UPLOAD
LN-13673,BR-23174,AUTO,2021-10-06,2028-10-06,1000000,690000,17.55,84,TS,HOME_IMPROVEMENT,D,7-10,MEDIUM,CURRENT,0,ServicerB,2026-05-29,2026-08-07,AVAILABLE,SERVICING_SYSTEM
LN-13674,BR-23401,BUSINESS,2022-02-16,2052-02-16,300000,63000,11.75,360,KA,EDUCATION,C,1-3,VERY_HIGH,90+ DPD,90,ServicerA,2026-05-31,2026-05-06,AVAILABLE,MANUAL_UPLOAD
LN-13675,BR-23830,PERSONAL,2023-08-30,2026-08-30,75000,11250,8.08,36,PB,WORKING_CAPITAL,C,4-6,VERY_HIGH,30+ DPD,15,ServicerA,2025-11-30,2026-07-05,AVAILABLE,ORIGINATION_SYSTEM
LN-13676,BR-23866,HOME,2018-09-26,2023-09-26,300000,39000,16.34,60,PB,VEHICLE,D,7-10,LOW,30+ DPD,15,ServicerC,2026-01-15,2026-08-04,MISSING,ORIGINATION_SYSTEM
LN-13677,BR-23272,PERSONAL,2025-05-25,2055-05-25,200000,172000,9.86,360,GJ,WORKING_CAPITAL,E,10+,LOW,CURRENT,0,ServicerA,2025-02-19,2026-05-30,MISSING,SERVICING_SYSTEM
LN-13678,BR-23580,AUTO,2019-03-25,2020-03-25,200000,56000,10.19,12,TN,EDUCATION,E,10+,VERY_HIGH,CURRENT,0,ServicerB,2025-06-13,2026-08-05,MISSING,ORIGINATION_SYSTEM
LN-13679,BR-23291,BUSINESS,2019-09-30,2020-09-30,300000,117000,14.85,12,WB,WORKING_CAPITAL,B,7-10,MEDIUM,30+ DPD,30,ServicerA,2025-02-13,2026-04-21,PENDING,SERVICING_SYSTEM
LN-13680,BR-23399,BUSINESS,2019-12-06,2034-12-06,200000,60000,5.18,180,HR,DEBT_CONSOLIDATION,E,4-6,HIGH,30+ DPD,15,ServicerB,2025-05-15,2026-02-11,AVAILABLE,MANUAL_UPLOAD
LN-13681,BR-23175,EDUCATION,2021-03-21,2036-03-21,200000,130000,16.24,180,AP,EDUCATION,A,1-3,MEDIUM,30+ DPD,15,ServicerA,2025-12-20,2026-06-14,MISSING,ORIGINATION_SYSTEM
LN-13682,BR-21608,AUTO,2021-10-31,2027-10-31,150000,73500,10.99,72,GJ,VEHICLE,D,1-3,LOW,CURRENT,0,ServicerB,2025-08-18,2026-04-29,MISSING,SERVICING_SYSTEM
LN-13683,BR-23800,AUTO,2018-02-26,2033-02-26,1000000,920000,6.99,180,UP,EDUCATION,A,1-3,MEDIUM,30+ DPD,15,ServicerB,2026-07-17,2026-05-29,AVAILABLE,ORIGINATION_SYSTEM
LN-13684,BR-22464,PERSONAL,2020-08-06,2027-08-06,150000,48000,7.18,84,AP,HOME_IMPROVEMENT,D,7-10,HIGH,CURRENT,0,ServicerA,2025-03-05,2026-08-18,AVAILABLE,MANUAL_UPLOAD
LN-13685,BR-22519,EDUCATION,2020-02-21,2027-02-21,1000000,300000,12.46,84,RJ,EDUCATION,A,4-6,HIGH,60+ DPD,45,ServicerC,2025-04-24,2026-03-27,AVAILABLE,ORIGINATION_SYSTEM
LN-13686,BR-23621,EDUCATION,2020-10-21,2025-10-21,500000,430000,17.33,60,GJ,HOME_IMPROVEMENT,C,10+,MEDIUM,CURRENT,0,ServicerB,2025-12-04,2026-05-07,PENDING,MANUAL_UPLOAD
LN-13687,BR-20318,HOME,2022-12-13,2025-12-13,250000,97500,9.84,36,GJ,WORKING_CAPITAL,B,<1,VERY_HIGH,30+ DPD,30,ServicerC,2025-03-20,2026-02-19,AVAILABLE,MANUAL_UPLOAD
LN-13688,BR-20037,BUSINESS,2024-09-29,2030-09-29,500000,200000,9.43,72,RJ,HOME_IMPROVEMENT,D,<1,MEDIUM,90+ DPD,120,ServicerB,2026-03-19,2026-07-29,PENDING,ORIGINATION_SYSTEM
LN-13689,BR-22984,AUTO,2023-05-29,2026-05-29,300000,135000,13.57,36,UP,DEBT_CONSOLIDATION,C,4-6,LOW,CURRENT,0,ServicerB,2025-03-18,2026-07-25,AVAILABLE,MANUAL_UPLOAD
LN-13690,BR-23457,PERSONAL,2025-01-25,2031-01-25,500000,285000,17.62,72,KL,WORKING_CAPITAL,B,7-10,VERY_HIGH,30+ DPD,15,ServicerC,2026-05-15,2026-04-25,MISSING,ORIGINATION_SYSTEM
LN-13691,BR-21297,PERSONAL,2024-04-23,2029-04-23,500000,225000,6.01,60,KA,HOME_IMPROVEMENT,A,7-10,MEDIUM,90+ DPD,90,ServicerC,2025-12-01,2026-02-11,AVAILABLE,SERVICING_SYSTEM
LN-13692,BR-20486,EDUCATION,2020-08-12,2040-08-12,750000,157500,9.96,240,UP,WORKING_CAPITAL,B,4-6,HIGH,30+ DPD,15,ServicerB,2025-10-25,2026-08-10,PENDING,SERVICING_SYSTEM
LN-13693,BR-21011,HOME,2022-11-30,2023-11-30,75000,27750,11.55,12,MH,DEBT_CONSOLIDATION,C,4-6,HIGH,30+ DPD,30,ServicerA,2025-03-10,2026-05-09,AVAILABLE,MANUAL_UPLOAD
LN-13694,BR-23841,HOME,2021-12-01,2027-12-01,750000,382500,15.42,72,TN,VEHICLE,B,<1,MEDIUM,CURRENT,0,ServicerB,2025-01-17,2026-05-24,AVAILABLE,MANUAL_UPLOAD
LN-13695,BR-22665,HOME,2018-09-01,2033-09-01,50000,31000,11.61,180,WB,HOME_IMPROVEMENT,C,7-10,MEDIUM,90+ DPD,120,ServicerC,2026-07-25,2026-03-18,MISSING,SERVICING_SYSTEM
LN-13696,BR-23022,AUTO,2024-08-24,2026-08-24,750000,510000,5.84,24,UP,DEBT_CONSOLIDATION,C,10+,MEDIUM,60+ DPD,60,ServicerB,2025-05-25,2026-04-28,AVAILABLE,SERVICING_SYSTEM
LN-13697,BR-20577,PERSONAL,2020-04-05,2021-04-05,300000,60000,10.43,12,HR,DEBT_CONSOLIDATION,C,10+,HIGH,30+ DPD,30,ServicerC,2026-06-17,2026-04-15,MISSING,SERVICING_SYSTEM
LN-13698,BR-21875,PERSONAL,2023-02-13,2029-02-13,50000,20500,12.57,72,KA,WORKING_CAPITAL,D,<1,LOW,CURRENT,0,ServicerC,2026-01-27,2026-02-16,AVAILABLE,SERVICING_SYSTEM
LN-13699,BR-20840,BUSINESS,2023-12-07,2033-12-07,1000000,150000,6.94,120,TS,DEBT_CONSOLIDATION,A,10+,VERY_HIGH,CURRENT,0,ServicerC,2026-05-18,2026-08-19,MISSING,MANUAL_UPLOAD
LN-13700,BR-22533,EDUCATION,2020-11-30,2022-11-30,75000,3750,5.61,24,UP,EDUCATION,D,7-10,LOW,CURRENT,0,ServicerC,2026-06-23,2026-07-31,PENDING,MANUAL_UPLOAD
LN-13701,BR-23959,BUSINESS,2022-09-11,2026-09-11,50000,16500,12.01,48,HR,WORKING_CAPITAL,A,7-10,VERY_HIGH,CURRENT,0,ServicerB,2026-05-31,2026-06-06,AVAILABLE,SERVICING_SYSTEM
LN-13702,BR-22454,HOME,2019-05-29,2022-05-29,150000,73500,16.42,36,DL,EDUCATION,E,4-6,LOW,30+ DPD,15,ServicerB,2025-05-18,2026-03-13,PENDING,SERVICING_SYSTEM
LN-13703,BR-21240,HOME,2025-01-27,2031-01-27,300000,237000,11.87,72,KA,WORKING_CAPITAL,D,7-10,HIGH,60+ DPD,45,ServicerB,2025-07-14,2026-03-22,PENDING,SERVICING_SYSTEM
LN-13704,BR-23003,HOME,2024-07-20,2026-07-20,100000,21000,7.65,24,DL,WORKING_CAPITAL,B,1-3,MEDIUM,CURRENT,0,ServicerB,2025-05-11,2026-08-06,AVAILABLE,MANUAL_UPLOAD
LN-13705,BR-20357,AUTO,2024-10-10,2025-10-10,250000,30000,14.64,12,RJ,HOME_IMPROVEMENT,D,10+,MEDIUM,90+ DPD,120,ServicerB,2025-08-13,2026-06-30,MISSING,ORIGINATION_SYSTEM
LN-13706,BR-20758,BUSINESS,2024-10-27,2044-10-27,50000,27000,12.89,240,UP,VEHICLE,D,7-10,VERY_HIGH,90+ DPD,120,ServicerC,2025-07-04,2026-02-14,PENDING,MANUAL_UPLOAD
LN-13707,BR-20216,BUSINESS,2018-05-13,2033-05-13,1000000,170000,5.7,180,HR,WORKING_CAPITAL,B,<1,VERY_HIGH,30+ DPD,15,ServicerA,2025-10-20,2026-07-31,PENDING,ORIGINATION_SYSTEM
LN-13708,BR-20879,HOME,2020-01-16,2035-01-16,300000,258000,13.31,180,KL,EDUCATION,A,1-3,HIGH,90+ DPD,120,ServicerA,2026-07-30,2026-04-30,MISSING,MANUAL_UPLOAD
LN-13709,BR-21960,AUTO,2018-05-03,2033-05-03,75000,8250,7.82,180,UP,DEBT_CONSOLIDATION,C,7-10,MEDIUM,90+ DPD,90,ServicerB,2025-07-09,2026-05-09,AVAILABLE,SERVICING_SYSTEM
LN-13710,BR-21170,HOME,2021-03-08,2027-03-08,750000,682500,9.58,72,TN,HOME_IMPROVEMENT,A,1-3,MEDIUM,30+ DPD,15,ServicerA,2026-08-09,2026-06-16,AVAILABLE,ORIGINATION_SYSTEM
LN-13711,BR-23825,HOME,2024-07-03,2031-07-03,300000,195000,8.71,84,UP,VEHICLE,C,1-3,VERY_HIGH,CURRENT,0,ServicerB,2026-06-29,2026-08-12,AVAILABLE,SERVICING_SYSTEM
LN-13712,BR-23544,EDUCATION,2020-05-04,2030-05-04,750000,540000,7.66,120,BR,EDUCATION,B,7-10,LOW,90+ DPD,120,ServicerB,2026-07-15,2026-08-16,AVAILABLE,MANUAL_UPLOAD
LN-13713,BR-20392,AUTO,2023-09-09,2026-09-09,50000,17000,11.24,36,HR,VEHICLE,E,10+,HIGH,90+ DPD,120,ServicerC,2026-02-27,2026-02-25,PENDING,SERVICING_SYSTEM
LN-13714,BR-22395,HOME,2020-08-22,2025-08-22,500000,400000,9.38,60,RJ,DEBT_CONSOLIDATION,E,10+,LOW,CURRENT,0,ServicerB,2025-12-10,2026-07-30,MISSING,SERVICING_SYSTEM
LN-13715,BR-23335,AUTO,2022-01-23,2037-01-23,750000,502500,17.08,180,PB,DEBT_CONSOLIDATION,A,4-6,LOW,90+ DPD,90,ServicerC,2026-06-16,2026-07-01,AVAILABLE,MANUAL_UPLOAD
LN-13716,BR-22338,HOME,2023-11-18,2043-11-18,1000000,900000,5.64,240,BR,WORKING_CAPITAL,C,<1,LOW,CURRENT,0,ServicerB,2026-05-18,2026-04-24,AVAILABLE,MANUAL_UPLOAD
LN-13717,BR-20645,EDUCATION,2023-10-04,2027-10-04,200000,74000,15.53,48,WB,HOME_IMPROVEMENT,C,1-3,MEDIUM,90+ DPD,90,ServicerC,2025-04-03,2026-05-23,AVAILABLE,MANUAL_UPLOAD
LN-13718,BR-20984,PERSONAL,2021-03-02,2025-03-02,500000,450000,14.65,48,TS,HOME_IMPROVEMENT,B,4-6,HIGH,60+ DPD,45,ServicerA,2026-06-05,2026-06-16,PENDING,SERVICING_SYSTEM
LN-13719,BR-21701,HOME,2020-02-05,2022-02-05,100000,35000,6.94,24,DL,VEHICLE,C,1-3,LOW,CURRENT,0,ServicerA,2025-06-09,2026-07-16,AVAILABLE,SERVICING_SYSTEM
LN-13720,BR-22645,HOME,2022-11-25,2026-11-25,100000,31000,7.62,48,RJ,EDUCATION,C,10+,VERY_HIGH,60+ DPD,45,ServicerC,2025-11-21,2026-07-16,PENDING,SERVICING_SYSTEM
LN-13721,BR-23012,EDUCATION,2020-06-30,2025-06-30,500000,300000,10.28,60,UP,HOME_IMPROVEMENT,D,7-10,VERY_HIGH,CURRENT,0,ServicerB,2026-01-17,2026-06-16,PENDING,SERVICING_SYSTEM
LN-13722,BR-23628,BUSINESS,2018-08-16,2025-08-16,150000,100500,5.53,84,WB,EDUCATION,C,1-3,LOW,30+ DPD,15,ServicerB,2026-05-15,2026-06-21,AVAILABLE,MANUAL_UPLOAD
LN-13723,BR-21481,AUTO,2019-05-22,2024-05-22,75000,38250,11.04,60,BR,WORKING_CAPITAL,E,7-10,VERY_HIGH,90+ DPD,120,ServicerC,2026-03-22,2026-03-28,PENDING,SERVICING_SYSTEM
LN-13724,BR-21502,PERSONAL,2024-03-30,2028-03-30,250000,42500,9.42,48,HR,DEBT_CONSOLIDATION,A,4-6,HIGH,60+ DPD,45,ServicerB,2026-05-03,2026-06-13,PENDING,MANUAL_UPLOAD
LN-13725,BR-22595,BUSINESS,2019-09-17,2023-09-17,300000,150000,16.32,48,MH,WORKING_CAPITAL,D,<1,LOW,CURRENT,0,ServicerA,2025-11-15,2026-07-08,MISSING,MANUAL_UPLOAD
LN-13726,BR-22405,PERSONAL,2022-10-30,2037-10-30,100000,7000,7.26,180,MP,VEHICLE,D,4-6,HIGH,60+ DPD,60,ServicerC,2026-01-01,2026-08-15,AVAILABLE,SERVICING_SYSTEM
LN-13727,BR-23173,BUSINESS,2023-10-30,2024-10-30,250000,140000,16.39,12,AP,VEHICLE,C,10+,VERY_HIGH,60+ DPD,60,ServicerB,2025-07-23,2026-08-17,AVAILABLE,SERVICING_SYSTEM
LN-13728,BR-23229,AUTO,2019-03-25,2025-03-25,200000,154000,15.72,72,BR,DEBT_CONSOLIDATION,C,7-10,VERY_HIGH,CURRENT,0,ServicerC,2026-01-27,2026-05-30,PENDING,SERVICING_SYSTEM
LN-13729,BR-21993,AUTO,2024-06-25,2026-06-25,500000,110000,12.18,24,WB,DEBT_CONSOLIDATION,D,10+,MEDIUM,30+ DPD,30,ServicerA,2025-05-15,2026-03-03,AVAILABLE,SERVICING_SYSTEM
LN-13730,BR-21043,HOME,2020-01-20,2022-01-20,300000,39000,14.4,24,HR,HOME_IMPROVEMENT,E,7-10,LOW,CURRENT,0,ServicerB,2026-05-10,2026-03-14,AVAILABLE,SERVICING_SYSTEM
LN-13731,BR-21861,EDUCATION,2019-03-26,2021-03-26,500000,150000,11.6,24,WB,HOME_IMPROVEMENT,D,<1,LOW,CURRENT,0,ServicerA,2026-01-31,2026-04-01,AVAILABLE,ORIGINATION_SYSTEM
LN-13732,BR-21232,PERSONAL,2021-11-11,2041-11-11,50000,15500,7.92,240,HR,HOME_IMPROVEMENT,D,1-3,LOW,30+ DPD,30,ServicerB,2025-03-17,2026-04-20,PENDING,MANUAL_UPLOAD
LN-13733,BR-22593,PERSONAL,2024-03-18,2044-03-18,100000,85000,5.13,240,BR,WORKING_CAPITAL,D,1-3,LOW,CURRENT,0,ServicerA,2025-07-14,2026-03-28,AVAILABLE,MANUAL_UPLOAD
LN-13734,BR-21884,HOME,2022-03-03,2024-03-03,300000,30000,17.71,24,HR,HOME_IMPROVEMENT,A,7-10,HIGH,60+ DPD,60,ServicerB,2025-01-07,2026-06-02,AVAILABLE,SERVICING_SYSTEM
LN-13735,BR-21946,HOME,2025-01-12,2032-01-12,1000000,640000,7.51,84,TN,HOME_IMPROVEMENT,C,10+,HIGH,30+ DPD,15,ServicerC,2026-03-10,2026-02-20,MISSING,MANUAL_UPLOAD
LN-13736,BR-20933,EDUCATION,2018-11-09,2022-11-09,150000,108000,7.55,48,UP,HOME_IMPROVEMENT,C,7-10,LOW,CURRENT,0,ServicerC,2025-08-30,2026-02-14,MISSING,SERVICING_SYSTEM
LN-13737,BR-21331,PERSONAL,2019-08-02,2023-08-02,50000,47500,6.4,48,GJ,EDUCATION,A,<1,MEDIUM,CURRENT,0,ServicerB,2026-01-09,2026-03-16,PENDING,ORIGINATION_SYSTEM
LN-13738,BR-23785,HOME,2020-08-21,2024-08-21,300000,264000,8.95,48,UP,WORKING_CAPITAL,A,4-6,MEDIUM,30+ DPD,15,ServicerC,2025-02-02,2026-03-05,AVAILABLE,MANUAL_UPLOAD
LN-13739,BR-21279,EDUCATION,2025-05-15,2045-05-15,300000,93000,8.31,240,UP,WORKING_CAPITAL,A,1-3,MEDIUM,30+ DPD,30,ServicerB,2026-07-08,2026-03-13,PENDING,SERVICING_SYSTEM
LN-13740,BR-20185,HOME,2024-07-03,2031-07-03,750000,517500,17.99,84,KA,DEBT_CONSOLIDATION,C,10+,LOW,30+ DPD,15,ServicerB,2026-05-01,2026-07-18,MISSING,MANUAL_UPLOAD
LN-13741,BR-20000,PERSONAL,2020-04-16,2022-04-16,250000,130000,17.64,24,MP,DEBT_CONSOLIDATION,D,7-10,LOW,90+ DPD,120,ServicerC,2025-04-10,2026-02-08,MISSING,SERVICING_SYSTEM
LN-13742,BR-21349,BUSINESS,2023-11-12,2025-11-12,100000,80000,5.27,24,UP,EDUCATION,D,1-3,LOW,90+ DPD,90,ServicerC,2025-11-01,2026-04-08,PENDING,SERVICING_SYSTEM
LN-13743,BR-22036,EDUCATION,2024-06-24,2034-06-24,75000,57000,16.69,120,BR,VEHICLE,D,10+,HIGH,CURRENT,0,ServicerC,2026-07-27,2026-03-28,PENDING,ORIGINATION_SYSTEM
LN-13744,BR-21133,BUSINESS,2024-05-29,2029-05-29,200000,30000,7.53,60,HR,WORKING_CAPITAL,C,7-10,MEDIUM,60+ DPD,45,ServicerC,2025-01-30,2026-07-28,AVAILABLE,SERVICING_SYSTEM
LN-13745,BR-20934,AUTO,2020-03-17,2050-03-17,1000000,210000,5.29,360,MH,DEBT_CONSOLIDATION,C,10+,VERY_HIGH,60+ DPD,45,ServicerA,2026-08-05,2026-06-22,MISSING,MANUAL_UPLOAD
LN-13746,BR-23749,PERSONAL,2018-05-13,2019-05-13,100000,8000,10.67,12,WB,EDUCATION,D,<1,MEDIUM,60+ DPD,60,ServicerA,2025-03-02,2026-02-13,AVAILABLE,MANUAL_UPLOAD
LN-13747,BR-23621,HOME,2019-09-26,2025-09-26,200000,94000,6.79,72,GJ,DEBT_CONSOLIDATION,B,7-10,LOW,CURRENT,0,ServicerC,2025-08-14,2026-06-22,PENDING,SERVICING_SYSTEM
LN-13748,BR-20409,HOME,2020-11-23,2021-11-23,250000,20000,7.4,12,KA,DEBT_CONSOLIDATION,A,<1,HIGH,60+ DPD,45,ServicerA,2025-08-09,2026-06-08,MISSING,ORIGINATION_SYSTEM
LN-13749,BR-21581,AUTO,2018-04-10,2025-04-10,500000,375000,6.46,84,AP,WORKING_CAPITAL,E,<1,VERY_HIGH,CURRENT,0,ServicerA,2026-01-09,2026-07-05,MISSING,ORIGINATION_SYSTEM
LN-13750,BR-22989,PERSONAL,2021-02-21,2022-02-21,100000,48000,12.68,12,DL,DEBT_CONSOLIDATION,E,4-6,LOW,CURRENT,0,ServicerB,2025-09-07,2026-06-12,MISSING,MANUAL_UPLOAD
LN-13751,BR-20338,HOME,2023-09-02,2026-09-02,250000,215000,7.32,36,KL,EDUCATION,A,7-10,HIGH,90+ DPD,90,ServicerC,2025-05-29,2026-07-29,PENDING,SERVICING_SYSTEM
LN-13752,BR-20448,AUTO,2022-04-25,2042-04-25,750000,585000,17.83,240,MP,VEHICLE,A,1-3,MEDIUM,90+ DPD,90,ServicerB,2025-06-26,2026-06-27,PENDING,ORIGINATION_SYSTEM
LN-13753,BR-21348,PERSONAL,2024-06-06,2026-06-06,1000000,740000,6.12,24,DL,EDUCATION,E,<1,LOW,CURRENT,0,ServicerB,2025-01-27,2026-04-27,AVAILABLE,MANUAL_UPLOAD
LN-13754,BR-23159,HOME,2020-10-10,2050-10-10,50000,5000,7.87,360,UP,EDUCATION,A,4-6,VERY_HIGH,CURRENT,0,ServicerB,2025-10-06,2026-03-25,PENDING,MANUAL_UPLOAD
LN-13755,BR-21035,EDUCATION,2023-05-11,2053-05-11,75000,13500,10.28,360,PB,WORKING_CAPITAL,A,10+,VERY_HIGH,CURRENT,0,ServicerC,2026-07-09,2026-03-26,AVAILABLE,ORIGINATION_SYSTEM
LN-13756,BR-22214,EDUCATION,2024-05-07,2044-05-07,300000,144000,10.49,240,MP,DEBT_CONSOLIDATION,C,1-3,HIGH,CURRENT,0,ServicerC,2026-04-29,2026-08-13,MISSING,ORIGINATION_SYSTEM
LN-13757,BR-23008,AUTO,2020-10-15,2027-10-15,200000,46000,13.37,84,KL,HOME_IMPROVEMENT,E,7-10,LOW,CURRENT,0,ServicerB,2025-03-14,2026-06-08,AVAILABLE,SERVICING_SYSTEM
LN-13758,BR-20943,PERSONAL,2022-02-08,2028-02-08,1000000,640000,11.39,72,KL,DEBT_CONSOLIDATION,D,7-10,HIGH,CURRENT,0,ServicerB,2026-03-18,2026-02-19,AVAILABLE,MANUAL_UPLOAD
LN-13759,BR-23720,BUSINESS,2019-11-26,2049-11-26,250000,227500,5.64,360,KL,DEBT_CONSOLIDATION,A,1-3,VERY_HIGH,90+ DPD,90,ServicerC,2025-12-04,2026-06-15,AVAILABLE,MANUAL_UPLOAD
LN-13760,BR-20005,AUTO,2023-08-25,2028-08-25,500000,115000,16.81,60,TS,HOME_IMPROVEMENT,A,1-3,MEDIUM,30+ DPD,30,ServicerA,2025-04-15,2026-04-09,MISSING,ORIGINATION_SYSTEM
LN-13761,BR-21867,BUSINESS,2022-03-17,2032-03-17,75000,24750,8.2,120,TS,HOME_IMPROVEMENT,B,<1,VERY_HIGH,90+ DPD,90,ServicerB,2025-03-08,2026-06-09,AVAILABLE,ORIGINATION_SYSTEM
LN-13762,BR-22863,BUSINESS,2023-10-28,2025-10-28,300000,171000,11.38,24,UP,VEHICLE,E,1-3,HIGH,60+ DPD,60,ServicerC,2025-05-18,2026-03-04,AVAILABLE,ORIGINATION_SYSTEM
LN-13763,BR-22993,AUTO,2020-05-21,2022-05-21,500000,205000,12.89,24,KA,VEHICLE,B,<1,HIGH,60+ DPD,60,ServicerB,2026-07-21,2026-03-22,AVAILABLE,MANUAL_UPLOAD
LN-13764,BR-23723,EDUCATION,2019-07-07,2039-07-07,1000000,250000,12.72,240,MP,EDUCATION,C,1-3,HIGH,60+ DPD,60,ServicerC,2025-06-16,2026-07-25,AVAILABLE,SERVICING_SYSTEM
LN-13765,BR-21058,BUSINESS,2020-11-05,2040-11-05,200000,162000,5.6,240,KA,WORKING_CAPITAL,D,4-6,HIGH,60+ DPD,45,ServicerC,2025-03-28,2026-05-05,MISSING,MANUAL_UPLOAD
LN-13766,BR-20716,AUTO,2018-04-14,2024-04-14,200000,64000,6.72,72,AP,VEHICLE,E,<1,VERY_HIGH,60+ DPD,45,ServicerB,2025-05-09,2026-07-21,MISSING,SERVICING_SYSTEM
LN-13767,BR-23845,PERSONAL,2020-02-03,2027-02-03,100000,5000,17.07,84,KL,DEBT_CONSOLIDATION,A,1-3,VERY_HIGH,90+ DPD,120,ServicerA,2026-05-19,2026-03-18,MISSING,ORIGINATION_SYSTEM
LN-13768,BR-20139,EDUCATION,2022-02-06,2025-02-06,50000,40500,17.22,36,HR,VEHICLE,B,7-10,HIGH,90+ DPD,120,ServicerC,2025-03-24,2026-05-30,AVAILABLE,ORIGINATION_SYSTEM
LN-13769,BR-23273,HOME,2021-05-12,2031-05-12,500000,25000,5.68,120,UP,DEBT_CONSOLIDATION,B,<1,MEDIUM,CURRENT,0,ServicerC,2025-05-29,2026-03-20,AVAILABLE,ORIGINATION_SYSTEM
LN-13770,BR-20876,PERSONAL,2024-01-29,2030-01-29,750000,142500,12.76,72,KA,VEHICLE,C,4-6,LOW,60+ DPD,45,ServicerC,2025-03-31,2026-06-03,PENDING,MANUAL_UPLOAD
LN-13771,BR-23931,EDUCATION,2023-03-24,2038-03-24,1000000,210000,5.16,180,TS,DEBT_CONSOLIDATION,E,1-3,VERY_HIGH,90+ DPD,120,ServicerA,2025-10-18,2026-06-09,PENDING,ORIGINATION_SYSTEM
LN-13772,BR-20051,HOME,2019-10-31,2026-10-31,50000,23500,14.89,84,KA,VEHICLE,D,7-10,VERY_HIGH,CURRENT,0,ServicerB,2025-11-19,2026-03-08,MISSING,ORIGINATION_SYSTEM
