loan_id,application_document,income_document,identity_document,document_status
LN-13834,AVAILABLE,MISSING,MISSING,PENDING
LN-13835,AVAILABLE,MISSING,MISSING,PENDING
LN-13836,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13837,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13838,MISSING,MISSING,AVAILABLE,MISSING
LN-13839,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13840,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13841,MISSING,AVAILABLE,MISSING,MISSING
LN-13842,MISSING,AVAILABLE,MISSING,PENDING
LN-13843,MISSING,MISSING,MISSING,MISSING
LN-13844,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13845,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13846,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13847,AVAILABLE,MISSING,MISSING,MISSING
LN-13848,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13849,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-13850,MISSING,AVAILABLE,MISSING,MISSING
LN-13851,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13852,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13853,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13854,AVAILABLE,MISSING,MISSING,MISSING
LN-13855,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13856,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13857,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13858,AVAILABLE,MISSING,MISSING,MISSING
LN-13859,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13860,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13861,MISSING,MISSING,MISSING,PENDING
LN-13862,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13863,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-13864,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13865,MISSING,MISSING,MISSING,MISSING
LN-13866,AVAILABLE,MISSING,MISSING,MISSING
LN-13867,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13868,MISSING,AVAILABLE,MISSING,PENDING
LN-13869,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-13870,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13871,MISSING,MISSING,MISSING,AVAILABLE
LN-13872,MISSING,MISSING,MISSING,PENDING
LN-13873,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13874,MISSING,MISSING,MISSING,PENDING
LN-13875,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13876,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13877,MISSING,MISSING,MISSING,AVAILABLE
LN-13878,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13879,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13880,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13881,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13882,MISSING,AVAILABLE,MISSING,PENDING
LN-13883,MISSING,MISSING,MISSING,AVAILABLE
LN-13884,MISSING,AVAILABLE,MISSING,MISSING
LN-13885,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13886,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13887,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13888,MISSING,AVAILABLE,MISSING,PENDING
LN-13889,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13890,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13891,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13892,AVAILABLE,MISSING,MISSING,MISSING
LN-13893,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13894,MISSING,AVAILABLE,MISSING,PENDING
LN-13895,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13896,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13897,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13898,MISSING,MISSING,MISSING,AVAILABLE
LN-13899,MISSING,MISSING,MISSING,MISSING
LN-13900,MISSING,MISSING,MISSING,MISSING
LN-13901,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13902,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13903,MISSING,MISSING,MISSING,AVAILABLE
LN-13904,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-13905,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-13906,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-13907,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13908,MISSING,MISSING,MISSING,PENDING
LN-13909,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13910,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13911,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-13912,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13913,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13914,MISSING,MISSING,MISSING,AVAILABLE
LN-13915,MISSING,MISSING,AVAILABLE,PENDING
LN-13916,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-13917,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13918,AVAILABLE,MISSING,MISSING,MISSING
LN-13919,MISSING,AVAILABLE,MISSING,PENDING
LN-13920,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-13921,MISSING,AVAILABLE,MISSING,PENDING
LN-13922,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13923,MISSING,MISSING,MISSING,PENDING
LN-13924,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13925,AVAILABLE,MISSING,MISSING,PENDING
LN-13926,MISSING,MISSING,AVAILABLE,PENDING
LN-13927,MISSING,MISSING,MISSING,MISSING
LN-13928,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-13929,MISSING,MISSING,AVAILABLE,PENDING
LN-13930,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13931,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-13932,AVAILABLE,MISSING,MISSING,PENDING
LN-13933,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-13934,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13935,MISSING,AVAILABLE,MISSING,MISSING
LN-13936,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13937,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13938,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13939,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13940,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13941,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13942,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13943,MISSING,MISSING,MISSING,PENDING
LN-13944,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13945,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-13946,AVAILABLE,MISSING,MISSING,MISSING
LN-13947,MISSING,MISSING,MISSING,MISSING
LN-13948,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13949,MISSING,MISSING,MISSING,AVAILABLE
LN-13950,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13951,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13952,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13953,MISSING,AVAILABLE,MISSING,MISSING
LN-13954,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13955,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13956,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-13957,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13958,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13959,MISSING,AVAILABLE,MISSING,MISSING
LN-13960,MISSING,AVAILABLE,MISSING,MISSING
LN-13961,MISSING,MISSING,AVAILABLE,PENDING
LN-13962,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-13963,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13964,MISSING,MISSING,MISSING,MISSING
LN-13965,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13966,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13967,MISSING,AVAILABLE,MISSING,MISSING
LN-13968,MISSING,MISSING,MISSING,PENDING
LN-13969,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13970,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13971,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13972,MISSING,AVAILABLE,MISSING,PENDING
LN-13973,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13974,MISSING,MISSING,AVAILABLE,PENDING
LN-13975,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-13976,MISSING,MISSING,MISSING,MISSING
LN-13977,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13978,MISSING,MISSING,MISSING,AVAILABLE
LN-13979,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-13980,MISSING,MISSING,AVAILABLE,MISSING
LN-13981,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13982,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-13983,MISSING,AVAILABLE,MISSING,PENDING
LN-13984,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13985,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-13986,MISSING,AVAILABLE,MISSING,PENDING
LN-13987,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13988,MISSING,MISSING,AVAILABLE,PENDING
LN-13989,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13990,AVAILABLE,MISSING,MISSING,PENDING
LN-13991,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13992,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13993,AVAILABLE,MISSING,MISSING,MISSING
LN-13994,MISSING,MISSING,MISSING,PENDING
LN-13995,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-13996,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13997,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13998,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13999,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14000,AVAILABLE,MISSING,MISSING,MISSING
LN-14001,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14002,MISSING,AVAILABLE,MISSING,MISSING
LN-14003,MISSING,AVAILABLE,MISSING,PENDING
LN-14004,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14005,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14006,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14007,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14008,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14009,MISSING,MISSING,MISSING,MISSING
LN-14010,MISSING,MISSING,MISSING,MISSING
LN-14011,MISSING,AVAILABLE,MISSING,PENDING
LN-14012,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14013,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14014,MISSING,AVAILABLE,MISSING,PENDING
LN-14015,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14016,MISSING,MISSING,MISSING,AVAILABLE
LN-14017,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14018,AVAILABLE,MISSING,MISSING,MISSING
LN-14019,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14020,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14021,MISSING,AVAILABLE,MISSING,MISSING
LN-14022,AVAILABLE,MISSING,MISSING,MISSING
LN-14023,MISSING,AVAILABLE,MISSING,MISSING
LN-14024,MISSING,MISSING,AVAILABLE,PENDING
LN-14025,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14026,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14027,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14028,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14029,MISSING,MISSING,MISSING,MISSING
LN-14030,AVAILABLE,MISSING,MISSING,MISSING
LN-14031,AVAILABLE,MISSING,MISSING,PENDING
LN-14032,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14033,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14034,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14035,AVAILABLE,MISSING,MISSING,PENDING
LN-14036,MISSING,MISSING,AVAILABLE,PENDING
LN-14037,MISSING,MISSING,AVAILABLE,PENDING
LN-14038,MISSING,MISSING,MISSING,MISSING
LN-14039,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14040,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14041,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14042,MISSING,MISSING,MISSING,MISSING
LN-14043,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14044,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14045,AVAILABLE,MISSING,MISSING,MISSING
LN-14046,MISSING,AVAILABLE,MISSING,MISSING
LN-14047,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14048,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14049,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14050,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14051,MISSING,MISSING,MISSING,MISSING
LN-14052,MISSING,AVAILABLE,MISSING,PENDING
LN-14053,MISSING,MISSING,AVAILABLE,PENDING
LN-14054,MISSING,MISSING,AVAILABLE,PENDING
LN-14055,AVAILABLE,MISSING,MISSING,PENDING
LN-14056,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14057,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14058,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14059,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14060,MISSING,MISSING,MISSING,AVAILABLE
LN-14061,MISSING,MISSING,MISSING,MISSING
LN-14062,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14063,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14064,AVAILABLE,MISSING,MISSING,MISSING
LN-14065,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14066,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14067,MISSING,MISSING,MISSING,PENDING
LN-14068,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14069,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14070,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14071,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14072,MISSING,MISSING,AVAILABLE,MISSING
LN-14073,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14074,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14075,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14076,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14077,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14078,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14079,MISSING,AVAILABLE,MISSING,MISSING
LN-14080,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14081,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14082,MISSING,MISSING,AVAILABLE,MISSING
LN-14083,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14084,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14085,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14086,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14087,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14088,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14089,MISSING,AVAILABLE,MISSING,PENDING
LN-14090,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14091,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14092,MISSING,MISSING,MISSING,AVAILABLE
LN-14093,MISSING,MISSING,MISSING,PENDING
LN-14094,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14095,MISSING,MISSING,MISSING,AVAILABLE
LN-14096,AVAILABLE,MISSING,MISSING,PENDING
LN-14097,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14098,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14099,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14100,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14101,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14102,AVAILABLE,MISSING,MISSING,PENDING
LN-14103,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14104,MISSING,MISSING,MISSING,AVAILABLE
LN-14105,AVAILABLE,MISSING,MISSING,PENDING
LN-14106,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14107,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14108,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14109,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14110,MISSING,MISSING,MISSING,MISSING
LN-14111,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14112,MISSING,AVAILABLE,MISSING,PENDING
LN-14113,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14114,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14115,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14116,MISSING,AVAILABLE,MISSING,PENDING
LN-14117,AVAILABLE,MISSING,MISSING,MISSING
LN-14118,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14119,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14120,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14121,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14122,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14123,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14124,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14125,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14126,AVAILABLE,MISSING,MISSING,PENDING
LN-14127,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14128,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14129,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14130,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14131,MISSING,AVAILABLE,MISSING,MISSING
LN-14132,MISSING,MISSING,AVAILABLE,PENDING
LN-14133,MISSING,AVAILABLE,MISSING,MISSING
LN-14134,MISSING,MISSING,AVAILABLE,PENDING
LN-14135,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14136,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14137,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14138,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14139,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14140,MISSING,MISSING,AVAILABLE,PENDING
LN-14141,MISSING,AVAILABLE,MISSING,MISSING
LN-14142,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14143,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14144,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14145,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14146,MISSING,MISSING,AVAILABLE,PENDING
LN-14147,MISSING,AVAILABLE,MISSING,MISSING
LN-14148,MISSING,MISSING,MISSING,PENDING
LN-14149,MISSING,MISSING,MISSING,MISSING
LN-14150,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14151,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14152,MISSING,MISSING,AVAILABLE,PENDING
LN-14153,MISSING,MISSING,MISSING,PENDING
LN-14154,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14155,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14156,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14157,MISSING,AVAILABLE,MISSING,MISSING
LN-14158,AVAILABLE,MISSING,MISSING,PENDING
LN-14159,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14160,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14161,MISSING,AVAILABLE,MISSING,MISSING
LN-14162,MISSING,MISSING,MISSING,PENDING
LN-14163,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14164,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14165,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14166,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14167,MISSING,MISSING,MISSING,PENDING
LN-14168,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14169,MISSING,MISSING,MISSING,AVAILABLE
LN-14170,MISSING,MISSING,AVAILABLE,MISSING
LN-14171,AVAILABLE,MISSING,MISSING,PENDING
LN-14172,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14173,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14174,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14175,MISSING,AVAILABLE,MISSING,PENDING
LN-14176,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14177,MISSING,MISSING,MISSING,AVAILABLE
LN-14178,MISSING,MISSING,MISSING,PENDING
LN-14179,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14180,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14181,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14182,AVAILABLE,MISSING,MISSING,PENDING
LN-14183,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14184,MISSING,MISSING,MISSING,AVAILABLE
LN-14185,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14186,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14187,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14188,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14189,MISSING,MISSING,AVAILABLE,PENDING
LN-14190,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14191,MISSING,MISSING,MISSING,MISSING
LN-14192,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14193,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14194,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14195,AVAILABLE,MISSING,MISSING,PENDING
LN-14196,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14197,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14198,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14199,MISSING,MISSING,MISSING,MISSING
LN-14200,MISSING,AVAILABLE,MISSING,MISSING
LN-14201,MISSING,AVAILABLE,MISSING,PENDING
LN-14202,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14203,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14204,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14205,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14206,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14207,MISSING,MISSING,AVAILABLE,MISSING
LN-14208,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14209,AVAILABLE,MISSING,MISSING,MISSING
LN-14210,AVAILABLE,MISSING,MISSING,PENDING
LN-14211,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14212,AVAILABLE,MISSING,MISSING,MISSING
LN-14213,MISSING,MISSING,MISSING,AVAILABLE
LN-14214,MISSING,AVAILABLE,MISSING,PENDING
LN-14215,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14216,AVAILABLE,MISSING,MISSING,PENDING
LN-14217,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14218,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14219,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14220,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14221,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14222,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14223,AVAILABLE,MISSING,MISSING,PENDING
LN-14224,MISSING,MISSING,AVAILABLE,PENDING
LN-14225,AVAILABLE,MISSING,MISSING,MISSING
LN-14226,MISSING,AVAILABLE,MISSING,PENDING
LN-14227,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14228,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14229,MISSING,AVAILABLE,MISSING,PENDING
LN-14230,AVAILABLE,MISSING,MISSING,MISSING
LN-14231,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14232,MISSING,MISSING,MISSING,AVAILABLE
LN-14233,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14234,MISSING,MISSING,MISSING,AVAILABLE
LN-14235,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14236,MISSING,MISSING,AVAILABLE,PENDING
LN-14237,MISSING,MISSING,MISSING,PENDING
LN-14238,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14239,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14240,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14241,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14242,MISSING,MISSING,MISSING,AVAILABLE
LN-14243,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14244,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14245,AVAILABLE,MISSING,MISSING,MISSING
LN-14246,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14247,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14248,MISSING,MISSING,AVAILABLE,PENDING
LN-14249,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14250,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14251,MISSING,MISSING,MISSING,AVAILABLE
LN-14252,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14253,AVAILABLE,MISSING,MISSING,MISSING
LN-14254,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14255,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14256,MISSING,MISSING,MISSING,AVAILABLE
LN-14257,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14258,MISSING,AVAILABLE,MISSING,PENDING
LN-14259,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14260,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14261,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14262,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14263,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14264,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14265,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14266,MISSING,MISSING,MISSING,MISSING
LN-14267,MISSING,MISSING,MISSING,MISSING
LN-14268,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14269,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14270,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14271,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14272,AVAILABLE,MISSING,MISSING,MISSING
LN-14273,MISSING,MISSING,MISSING,PENDING
LN-14274,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14275,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14276,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14277,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14278,MISSING,MISSING,MISSING,MISSING
